,交易年份,屋齡,交易標的,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,電梯,floor,車位類別-坡道平面,車位類別-坡道機械,車位類別-升降平面,車位類別-升降機械,車位類別-一樓平面,車位類別-塔式車位,車位類別-其他,建物型態-公寓,建物型態-華廈,建物型態-住宅大樓,建物型態-套房,建物型態-透天,NEAR_HOSTIPAL_250,NEAR_HOSTIPAL_500,NEAR_HOSTIPAL_750,CLINIC_COUNT_250,CLINIC_COUNT_500,CLINIC_COUNT_750,DENTIST_COUNT_250,DENTIST_COUNT_500,DENTIST_COUNT_750,PHARMACY_COUNT_250,PHARMACY_COUNT_500,PHARMACY_COUNT_750,CSTORE_COUNT_250,CSTORE_COUNT_500,CSTORE_COUNT_750,FASTFOOD_COUNT_250,FASTFOOD_COUNT_500,FASTFOOD_COUNT_750,LIBRARY_COUNT_250,LIBRARY_COUNT_500,LIBRARY_COUNT_750,NEAR_SCHOOL_250,NEAR_SCHOOL_500,NEAR_UNIVERSITY_250,NEAR_UNIVERSITY_500,NEAR_UNIVERSITY_750,NEAR_FIRESTATION_250,NEAR_FIRESTATION_500,NEAR_FIRESTATION_750,NEAR_FUEL_250,NEAR_FUEL_500,NEAR_FUEL_750,NEAR_MARKET_250,NEAR_MARKET_500,NEAR_MARKET_750,NEAR_POLICE_250,NEAR_POLICE_500,TEMPLE_COUNT_250,TEMPLE_COUNT_500,TEMPLE_COUNT_750,PARK_AREA_250,PARK_AREA_500,PARK_AREA_750,WATER_AREA_250,WATER_AREA_500,WATER_AREA_750,PARKING_AREA_250,PARKING_AREA_500,PARKING_AREA_750,STOP_COUNT_250,STOP_COUNT_500,STOP_COUNT_750,NEAR_MRT_250,NEAR_MRT_500,NEAR_MRT_750,NEAR_TRA_500,NEAR_TRA_750,y,0
29,111,2.0,1,0,0,0,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,16.0,36.0,63.0,7.0,18.0,35.0,2.0,8.0,14.0,7.0,21.0,41.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,11.0,26.0,6109.061673518934,18814.320876849968,110869.88386580392,0.0,0.0,74957.94941135483,2236.17962155113,8266.655584586571,21939.961123007783,7.0,28.0,62.0,0,0,1,0,0,233473,232772.02
30,111,15.0,1,3,2,2,1,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1,5.0,22.0,45.0,3.0,11.0,24.0,2.0,5.0,12.0,4.0,16.0,32.0,1.0,1.0,5.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,4.0,10.0,16.0,3306.8578493796003,51413.6552868067,265674.006340563,0.0,0.0,110078.24717108624,4270.580346055849,17362.139104783553,52486.625151224674,13.0,32.0,75.0,0,1,1,0,1,183359,183320.95
31,111,46.0,0,3,2,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,5.0,13.0,26.0,1.0,11.0,15.0,2.0,9.0,12.0,4.0,13.0,27.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1.0,7.0,25.0,1747.869313988978,58817.56272281172,116106.0052407539,0.0,127480.47203073792,387029.2059951321,616.4872283692938,10517.691077582042,11419.804539300669,6.0,21.0,41.0,0,0,0,0,0,157756,130345.95
32,111,53.0,0,3,1,1,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,18.0,58.0,100.0,5.0,27.0,51.0,1.0,8.0,18.0,5.0,36.0,76.0,1.0,7.0,12.0,1.0,7.0,12.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,4.0,7.0,19.0,20979.04470143171,35698.32306401663,98618.55536129166,0.0,0.0,0.0,3078.015321799217,7325.218291766595,58370.84731489451,5.0,21.0,102.0,1,1,1,0,0,234696,244317.62
33,111,12.0,1,3,2,2,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,7.0,22.0,1.0,4.0,15.0,0.0,3.0,13.0,1.0,8.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,4.0,16.0,12884.487048995628,32166.43116975439,117825.87697582733,72987.38491547067,293824.7676415835,492792.5155864747,2236.17962155113,5464.020882534704,23152.18065229317,2.0,11.0,31.0,0,0,1,0,0,171778,166419.1
34,111,12.0,1,1,1,1,1,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,12.0,31.0,64.0,6.0,17.0,31.0,1.0,8.0,12.0,8.0,23.0,39.0,1.0,3.0,4.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1,3.0,10.0,20.0,2222.996490683443,10616.24159316064,217176.30477399676,0.0,0.0,39043.74882729437,0.4348390989281712,13620.233845563229,42930.28006373835,13.0,36.0,92.0,0,1,1,0,0,163771,205924.9
35,111,42.0,0,2,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,4.0,13.0,20.0,6.0,7.0,11.0,4.0,6.0,9.0,5.0,11.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1,3.0,10.0,16.0,1067.4210423724203,27977.106036371737,203810.51031053127,0.0,0.0,124284.29757194516,2236.17962155113,4643.550688550215,22655.38889572801,8.0,22.0,44.0,0,0,1,0,0,172357,156748.81
36,111,40.0,0,1,0,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,11.0,41.0,82.0,3.0,22.0,37.0,1.0,10.0,15.0,7.0,19.0,51.0,0.0,2.0,7.0,0.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0,1,2.0,13.0,26.0,4720.467503314203,23467.198690165704,76183.9699103455,0.0,0.0,0.0,0.0932299479084202,4629.019654111124,22176.179674968225,7.0,31.0,69.0,0,0,1,0,0,130394,149723.75
37,111,41.0,0,2,2,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1.0,11.0,28.0,5.0,6.0,20.0,1.0,6.0,13.0,5.0,13.0,31.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,4.0,11.0,27.0,11202.291996291067,29843.238989370617,68857.37848991527,3231.550077313985,175673.96494983803,435159.1922259457,4234.188765543068,11693.01245583694,18909.760896086264,5.0,18.0,39.0,0,1,1,0,0,193798,177150.47
38,111,1.0,1,4,2,2,1,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,10.0,30.0,64.0,3.0,15.0,29.0,2.0,7.0,13.0,8.0,21.0,43.0,1.0,3.0,8.0,1.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,4.0,11.0,18.0,1975.880157256848,21396.75534724159,195641.20176000107,0.0,0.0,0.0,2421.8818092570204,19735.29257131597,60729.271609093375,13.0,33.0,120.0,0,1,1,0,1,225474,200061.67
39,111,26.0,0,1,1,1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,10.0,36.0,79.0,4.0,22.0,34.0,2.0,7.0,18.0,10.0,24.0,49.0,0.0,3.0,7.0,0.0,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,1.0,14.0,21.0,4536.527695821449,18711.62059660831,62752.59210823081,0.0,0.0,0.0,0.0,4945.8535471602645,38116.48450393632,8.0,34.0,99.0,0,1,1,0,0,183842,185111.4
40,111,10.0,1,4,2,2,1,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,13.0,35.0,64.0,3.0,19.0,32.0,3.0,8.0,18.0,3.0,17.0,46.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0.0,1.0,1.0,0.0,1.0,1.0,1,1,2.0,10.0,30.0,5564.198717894744,18342.47513279624,87470.31203983683,0.0,0.0,73304.54016437843,4399.640333837446,9296.15739238931,18086.242141482515,5.0,33.0,59.0,0,1,1,0,0,201016,205961.42
41,111,14.0,1,1,1,1,1,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,9.0,30.0,65.0,6.0,15.0,29.0,1.0,6.0,12.0,8.0,22.0,37.0,1.0,3.0,5.0,1.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,4.0,10.0,19.0,2019.1981580137724,9096.798037651692,226780.13523963263,0.0,0.0,28337.12852801551,744.77724280969,18838.460799384597,47690.94500157919,14.0,38.0,105.0,0,1,1,0,1,179952,157504.62
42,111,40.0,0,3,2,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,9.0,17.0,25.0,5.0,11.0,15.0,4.0,9.0,11.0,3.0,18.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,4.0,9.0,28.0,2720.6267667271304,8337.630036385695,222732.5434723565,0.0,0.0,40900.655630090725,2236.17962155113,3442.947972870523,16823.13269173364,10.0,33.0,50.0,0,1,1,0,0,176970,170309.0
43,111,5.0,1,2,2,2,1,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,3.0,15.0,38.0,3.0,8.0,21.0,2.0,3.0,11.0,4.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,0,1,4.0,9.0,23.0,11465.65107125019,37844.270943175296,84929.94826815154,13058.398467656018,206293.45958256547,479215.9464298647,7209.470133808074,14145.641661716969,20539.158939207904,4.0,20.0,38.0,1,1,1,0,0,212021,197705.67
44,111,4.0,1,2,2,1,1,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,5.0,40.0,90.0,2.0,18.0,51.0,2.0,9.0,18.0,3.0,24.0,61.0,0.0,4.0,5.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,3.0,13.0,22.0,4773.436566111996,25759.54090095182,65320.992455483465,0.0,0.0,0.0,400.6777614849073,6670.712426706353,15897.388279064186,6.0,27.0,62.0,0,1,1,0,0,214994,243136.55
45,111,39.0,0,5,2,2,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,10.0,39.0,66.0,3.0,19.0,37.0,2.0,6.0,17.0,9.0,22.0,46.0,0.0,1.0,5.0,0.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,3.0,10.0,26.0,6153.841160956206,17384.977588074467,118925.029453738,0.0,0.0,24194.910902341577,2236.17962155113,5234.0943324327145,23874.018821303733,7.0,31.0,64.0,0,0,1,0,0,197649,159788.31
46,111,41.0,0,2,2,1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,3.0,21.0,64.0,2.0,11.0,30.0,3.0,6.0,14.0,5.0,18.0,45.0,1.0,3.0,9.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,3.0,7.0,14.0,3306.8578493796003,41665.56864763945,242604.7598422485,0.0,0.0,27707.10969282608,5077.557048571461,24339.397145541683,71733.22192487189,10.0,36.0,126.0,1,1,1,0,1,181501,187353.53
47,111,4.0,1,2,2,1,1,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,5.0,40.0,90.0,2.0,18.0,51.0,2.0,9.0,18.0,3.0,24.0,61.0,0.0,4.0,5.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,3.0,13.0,22.0,4773.436566111996,25759.54090095182,65320.992455483465,0.0,0.0,0.0,400.6777614849073,6670.712426706353,15897.388279064186,6.0,27.0,62.0,0,1,1,0,0,254719,253954.34
48,111,44.0,0,1,1,1,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,7.0,25.0,50.0,5.0,13.0,24.0,1.0,8.0,12.0,8.0,18.0,29.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1,6.0,11.0,18.0,0.0,113647.3107754444,269869.09595316,0.0,8194.433185508904,227655.56127421575,1542.94963126229,19536.310687915706,27683.12865341573,11.0,37.0,52.0,0,1,1,0,0,175015,160925.2
49,111,39.0,0,0,1,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2.0,20.0,40.0,2.0,14.0,22.0,2.0,5.0,10.0,3.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,4.0,8.0,17.0,15859.249841406556,52756.93616162148,118885.87435490129,14407.1074618667,205149.81459002363,494639.4621865911,1627.8368093697393,16042.15004542153,20222.72207320765,4.0,22.0,42.0,0,1,1,0,0,165348,167586.19
50,111,36.0,0,3,2,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,8.0,23.0,2.0,5.0,17.0,0.0,4.0,12.0,2.0,11.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,2.0,5.0,25.0,14442.08392313001,32636.728433485485,80122.42314404223,54311.88951374836,283798.2966002695,486119.6952853509,4071.7929847588734,10258.635344471846,21265.318896922123,4.0,15.0,32.0,0,1,1,0,0,152025,139315.4
51,111,41.0,0,2,2,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,2.0,9.0,26.0,2.0,6.0,14.0,1.0,3.0,10.0,3.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,1.0,1.0,0,0,3.0,6.0,25.0,14689.417831453677,32773.714583686124,73778.4244112197,50247.856934298434,282986.82863404334,498256.2402950793,5437.541701740594,11681.829376910331,21167.879281873324,4.0,16.0,34.0,0,1,1,0,0,133399,132039.47
52,111,37.0,0,4,0,4,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1.0,9.0,20.0,1.0,6.0,10.0,1.0,4.0,9.0,1.0,8.0,15.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,0,1,6.0,10.0,16.0,1067.4210423724203,11949.275906175511,236582.869112624,0.0,55899.95966702514,147078.43207409693,0.0,7692.524119147178,26136.21416122516,1.0,18.0,37.0,0,0,1,0,0,163026,154764.25
53,111,38.0,0,4,2,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,6.0,16.0,47.0,4.0,6.0,21.0,1.0,6.0,13.0,4.0,15.0,43.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0,1,10.0,20.0,27.0,9964.66042183105,94010.83569345211,239059.49715642704,0.0,0.0,0.0,758.9288894473118,2995.108510998442,17391.67076628573,8.0,31.0,63.0,0,1,1,0,0,174321,120543.445
54,111,44.0,0,3,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,2.0,9.0,16.0,1.0,7.0,9.0,1.0,4.0,9.0,3.0,9.0,15.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1,5.0,9.0,16.0,1641.0389638854735,23639.44638811853,199720.8757038949,0.0,18199.693170551745,148918.19923997065,1065.4700349446953,9059.670709087335,27592.780632640628,3.0,17.0,38.0,0,0,1,0,0,151812,144925.66
55,111,40.0,0,3,3,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,9.0,17.0,25.0,5.0,11.0,15.0,4.0,9.0,11.0,3.0,18.0,26.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0,1,4.0,9.0,28.0,2720.6267667271304,8337.630036385695,222732.5434723565,0.0,0.0,40900.655630090725,2236.17962155113,3442.947972870523,16823.13269173364,10.0,33.0,50.0,0,1,1,0,0,165172,176752.92
56,111,47.0,0,3,2,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,10.0,40.0,83.0,3.0,21.0,43.0,1.0,11.0,16.0,10.0,19.0,54.0,0.0,1.0,7.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,0.0,1.0,1.0,1.0,1.0,0,1,1.0,12.0,28.0,2987.171457711905,23485.057162720303,69264.14557735839,0.0,0.0,0.0,0.0,6601.022540380678,17358.34435771878,7.0,29.0,69.0,0,0,1,0,0,151261,151050.08
57,111,36.0,0,3,1,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,2.0,11.0,18.0,5.0,7.0,12.0,3.0,7.0,9.0,5.0,9.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1,1,2.0,7.0,15.0,23200.75016053048,82836.69914091057,139164.11240419405,0.0,53849.80692781509,320254.3144918685,3585.912401934266,6045.331834479782,14207.34382420939,9.0,18.0,35.0,0,0,0,0,0,139377,143437.75
58,111,41.0,0,1,1,1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,3.0,21.0,64.0,2.0,11.0,30.0,3.0,6.0,14.0,5.0,18.0,45.0,1.0,3.0,9.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1,1,3.0,7.0,14.0,3306.8578493796003,41665.56864763945,242604.7598422485,0.0,0.0,27707.10969282608,5077.557048571461,24339.397145541683,71733.22192487189,10.0,36.0,126.0,1,1,1,0,1,182488,181545.88
59,111,1.0,1,2,2,1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1.0,10.0,25.0,2.0,5.0,12.0,0.0,4.0,12.0,2.0,12.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0,1,3.0,7.0,27.0,13742.006733624969,31535.80350279746,71202.54393324208,36071.02292192882,262434.8477787946,474846.4266809591,4472.35924310226,11681.829376910331,16406.80406790696,4.0,15.0,35.0,0,1,1,0,0,174201,154237.95
60,111,13.0,1,3,2,2,1,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,6.0,22.0,39.0,2.0,10.0,22.0,3.0,7.0,14.0,8.0,20.0,35.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,1,1,7.0,21.0,30.0,5844.718539511071,13400.263354784349,79269.58831842028,0.0,0.0,165328.06296504635,2643.5723604665964,4879.751982017726,20941.76024981312,8.0,24.0,61.0,0,1,1,0,0,220947,179836.31
61,111,37.0,0,1,1,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,8.0,24.0,47.0,5.0,13.0,23.0,3.0,5.0,11.0,4.0,12.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1,1,3.0,11.0,20.0,4732.074155619858,58822.24751357809,130946.39089861208,0.0,125663.20945580862,427650.93277255807,1997.5127264676528,17090.907649480716,18335.563562992727,4.0,24.0,43.0,0,1,1,0,0,162741,157227.08
